aX,aY,aZ,gX,gY,gZ
-3.345,0.337,-0.480,311.584,224.670,157.288
-3.934,0.277,-0.848,322.815,191.040,210.083
-4.000,0.010,-1.220,307.190,137.390,255.493
-4.000,-0.501,-1.589,260.376,86.121,270.325
-3.709,-1.156,-1.930,190.247,48.706,245.056
-3.007,-1.725,-2.265,117.310,35.889,185.547
-2.168,-2.033,-2.401,85.754,55.664,116.699
-0.932,-2.308,-2.234,108.032,95.642,64.453
0.787,-2.452,-1.709,151.001,140.442,27.588
2.862,-2.042,-1.052,163.574,178.162,-15.015
4.000,-1.609,-0.231,112.427,216.064,-72.876
4.000,-1.504,0.560,9.399,268.799,-134.399
4.000,-0.816,1.545,-97.412,340.759,-233.337
4.000,0.688,3.110,-137.878,402.893,-342.041
4.000,2.937,3.997,-88.135,414.856,-382.019
4.000,4.000,4.000,27.039,442.322,-348.755
4.000,4.000,4.000,131.165,408.020,-219.055
2.861,4.000,4.000,179.993,242.126,-37.842
2.842,3.718,4.000,103.027,-44.617,135.559
4.000,0.999,2.646,-92.834,-365.417,237.671
4.000,-1.300,0.467,-250.549,-533.386,260.803
4.000,-2.416,-0.546,-231.140,-482.849,256.653
4.000,-2.510,-0.408,-49.622,-332.581,224.426
3.110,-1.952,0.067,117.676,-240.845,174.377
2.267,-1.220,0.358,163.879,-210.815,113.708
1.502,-0.622,0.451,93.079,-206.177,73.059
0.798,-0.636,0.315,-18.066,-206.604,67.627
0.226,-0.917,0.125,-112.610,-208.740,70.068
