aX,aY,aZ,gX,gY,gZ
-1.762,1.333,-2.851,-235.474,195.984,22.949
-1.650,1.523,-2.881,-220.032,234.070,16.113
-1.521,1.686,-2.911,-195.862,270.386,10.437
-1.327,1.724,-3.003,-168.030,304.443,9.033
-1.173,1.690,-3.079,-143.494,333.923,11.047
-0.982,1.595,-3.180,-128.418,360.291,15.686
-0.766,1.466,-3.301,-125.488,383.606,25.024
-0.533,1.411,-3.328,-133.911,401.978,37.964
-0.264,1.468,-3.328,-148.193,414.490,50.232
-0.078,1.467,-3.343,-161.621,421.387,58.960
0.088,1.597,-3.286,-169.861,423.828,69.885
0.123,1.635,-3.170,-169.861,426.758,82.703
0.397,1.849,-3.289,-161.865,434.265,92.957
0.371,1.779,-2.920,-144.287,437.866,95.642
0.547,1.822,-2.723,-116.577,437.866,93.384
0.643,1.765,-2.508,-80.872,434.265,93.262
