aX,aY,aZ,gX,gY,gZ
-1.027,1.572,-0.351,188.904,289.795,179.810
-0.937,1.496,-0.375,198.120,291.565,188.965
-0.855,1.413,-0.399,204.956,289.490,197.449
-0.776,1.325,-0.406,209.351,284.241,204.712
-0.657,1.241,-0.409,211.060,277.527,210.266
-0.547,1.162,-0.413,209.473,270.020,213.806
-0.454,1.098,-0.424,204.712,261.353,216.187
-0.353,1.037,-0.423,197.205,252.502,218.567
-0.243,0.990,-0.415,187.439,244.141,222.656
-0.122,0.928,-0.407,176.392,234.680,227.478
0.002,0.873,-0.394,165.039,223.389,230.774
0.079,0.845,-0.379,154.297,210.632,231.201
0.151,0.831,-0.344,145.325,197.998,228.455
0.267,0.803,-0.286,138.428,187.683,224.609
0.382,0.771,-0.231,133.545,179.321,221.741
0.520,0.736,-0.177,129.944,172.119,218.689
0.704,0.691,-0.119,127.808,164.856,212.891
0.870,0.620,-0.057,126.221,156.738,203.064
1.018,0.536,0.006,123.230,147.644,190.857
1.137,0.473,0.073,117.981,139.160,179.260
1.233,0.411,0.134,110.229,131.042,170.410
1.358,0.340,0.189,101.074,121.765,164.795
